seq,name,uscc,pdf_page,tier,track,form,reg_authority,origin,vintage,seed_kw,ocean_kw,support_kw,exclude_kw,holding_kw,anchor_kw,state_kw,risk_flags,score
12759,海南德通机电设备有限公司,91460000MA7DMBMU72,284,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
12760,海南德润百年投资有限公司,91460000MAC54GE59L,284,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,,投资,,,纯投资/控股载体,4
12761,海南德锐思通光电科技有限公司,91460000MA5U263J5W,284,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
12762,海南德瑞通科技服务有限公司,91460200MADNUMCNXB,284,E 非目标/对照组池,非目标,独立法人,三亚市/区登记,本地(三亚),MAD,,,,服务有限公司,,,,,16
12763,海南德瑞科技有限公司,91460000MABLXEMY24,284,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA其他,,,,,,,,,16
12764,海南德仁石油化工有限公司,91460000MA5TR5UM4D,284,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
12765,海南德普万科技有限公司,91460000MABM74R40R,284,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA其他,,,,,,,,,16
12766,海南德普科技有限公司,91469033MAA987P729,284,F 批量注册特征-单独成组,批量注册特征,独立法人,海南其他市县登记,省内迁入/外设,MAA,,,,,,,,,10
12767,海南德迈尔装饰工程有限公司,91460200MA5RGEFB1Q,284,E 非目标/对照组池,非目标,独立法人,三亚市/区登记,本地(三亚),MA5,,,,装饰,,,,,16
12768,海南德领科技有限公司,91460000MA7N8U7X05,284,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
12769,海南德凯宜创商业投资股份有限公司,91460200MA5RJATKXQ,284,E 非目标/对照组池,非目标,独立法人,三亚市/区登记,本地(三亚),MA5,,,,,投资,,,纯投资/控股载体,4
12770,海南德聚源企业管理有限公司,91460000MACJLPND1H,284,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,企业管理,,,,,16
12771,海南德金居投资有限公司,91469027MAC2YJHD2U,284,E 非目标/对照组池,非目标,独立法人,海南其他市县登记,省内迁入/外设,MAC,,,,,投资,,,纯投资/控股载体,-2
12772,海南德鉴建筑工程有限公司,91460000MA5T9UL58L,284,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,建筑,,,,,16
12773,海南德华方玉农业科技有限公司,91460000MAA97DNG4D,284,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MAA,农业科技,,,,,,,,66
12774,海南德洪再生资源回收有限公司,91460000MA5TL3L33T,284,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
12775,海南德高成福建筑劳务有限公司,91460000MACA7Y2D8Y,284,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,建筑|劳务,,,,,16
12776,海南德丰银腾网络竞技有限公司,91460200MA5RH9BH7E,284,D 名称无行业信号,待判定,独立法人,三亚市/区登记,本地(三亚),MA5,,,,,,,,,16
12777,海南德诚供应链管理有限公司,91460000MA5TUFYDXB,284,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,供应链,,,,,16
12778,海南得意船务有限公司,91460100MAA9G9N01H,284,A 核心赛道-优先访谈,深海海洋,独立法人,海口登记,省内迁入/外设,MAA,,船务,,,,,,,58
12779,海南得意吧餐饮服务有限公司,91460000MAC70U3Q9F,285,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,餐饮|服务有限公司,,,,,16
12780,海南得一医疗健康科技有限公司,91460000MAEFRP5N1M,285,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
12781,海南得一新能源产业有限公司,91460108MACGKA8J6L,285,C 支撑/泛赛道-备选,科技配套,独立法人,海口登记,省内迁入/外设,MAC,,,新能源,,,,,,35
12782,海南得一环保科技有限公司,91460000MACH8F2G2W,285,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAC,,,环保科技,,,,,,41
12783,海南得一福宇新能源科技有限公司,91460000MAE6TQKF78,285,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAE,,,能源科技|新能源,,,,,,41
12784,海南得兴万泽咨询管理有限公司,91460000MACL188D2T,285,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,咨询,,,,,16
12785,海南得闲来料贸易有限公司,91460000MABNK9PG1H,285,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA其他,,,,贸易,,,,,16
12786,海南得睿科技有限公司,91460000MA5TX7MW3W,285,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
12787,海南得乐生现代农业科技有限公司,914601005787269671,285,A 核心赛道-优先访谈,南繁种业,独立法人,海口登记,省内迁入/外设,旧版(2015前),农业科技,,,,,,,,60
12788,海南得海冷链物流有限公司,91460000MAA92XPF65,285,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAA,,,,物流,,,,,16
12789,海南得大自在企业管理有限公司,91460108MAD0CCHU2R,285,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAD,,,,企业管理,,,,,10
12790,海南得贝科技有限公司,91460100MADUPBDA97,285,F 批量注册特征-单独成组,批量注册特征,独立法人,海口登记,省内迁入/外设,MAD,,,,,,,,,10
12791,海南得安物业服务管理有限公司,91460106MA5TXR938C,285,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MA5,,,,物业,,,,,10
12792,海南道之智慧科技有限公司,91460000MA5TWT9C1K,285,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
12793,海南道先文化教育科技有限公司,91460108MADWUFN94U,285,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAD,,,,文化|教育,,,,,10
12794,海南道瑞斯生物科技有限公司,91469027MADQHBHPXH,285,D 名称无行业信号,泛科技无行业信号,独立法人,海南其他市县登记,省内迁入/外设,MAD,,,,,,,,,10
12795,海南道乐能源有限公司,91460000MA5U1AW0XP,285,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
12796,海南道达网络科技有限责任公司,91460000MA5TLWD4X9,285,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
12797,海南道川信息科技有限公司,91410103MA47UEBU8A,285,F 批量注册特征-单独成组,批量注册特征,独立法人,省外登记(410103),省外迁入/外设,MA其他,,,,,,,,首次登记在省外(迁入或外地主体设点),-2
12798,海南稻之源种业有限公司,91460105MADMKG5X5Y,285,A 核心赛道-优先访谈,南繁种业,独立法人,海口登记,省内迁入/外设,MAD,种业,,,,,,,,60
12799,海南稻之蓝生物科技有限公司,91460108MADNT06T52,285,D 名称无行业信号,泛科技无行业信号,独立法人,海口登记,省内迁入/外设,MAD,,,,,,,,,10
12800,海南稻田文化旅游发展有限公司,91460100MA5T25ME1X,285,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MA5,,,,旅游|文化,,,,,10
12801,海南稻仁农业开发有限公司,91460108MAA9A4C21U,285,C 支撑/泛赛道-备选,泛农业经营,独立法人,海口登记,省内迁入/外设,MAA,,,,,,,,,28
12802,海南岛优食品科技有限公司,91460000MAG265U566,285,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAG,,,,食品,,,,,16
12803,海南岛四美居餐饮有限公司,91469006MA5TLQQQ6E,285,E 非目标/对照组池,非目标,独立法人,海南其他市县登记,省内迁入/外设,MA5,,,,餐饮,,,,,10
12804,海南岛玲珑时空文化创意有限公司,91460000MA5TJWKF3N,285,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,文化,,,,,16
12805,海南丹正半导体科技有限公司,91460000MACDQ3T64U,285,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAC,,,半导体,,,,,,41
12806,海南丹帅投资有限公司,91460000MAE1E2275G,285,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,,投资,,,纯投资/控股载体,4
12807,海南丹若投资有限公司,91460000MAD3B3Y75E,285,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAD,,,,,投资,,,纯投资/控股载体,4
12808,海南丹池网络科技有限公司,91460000MA7HXRB091,285,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
12809,海南戴可斯信息技术有限公司,91460000MADC3BM246,285,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAD,,,,,,,,,16
12810,海南岱舆科技有限责任公司,91460000MAK098RM6M,285,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MAK,,,,,,,,,16
12811,海南代码飞舞信息科技有限公司,91460000MA5U1CQB7N,285,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
12812,海南代号云科技有限公司,91410183MACEK0GK6L,285,F 批量注册特征-单独成组,批量注册特征,独立法人,省外登记(410183),省外迁入/外设,MAC,,,,,,,,首次登记在省外(迁入或外地主体设点),-2
12813,海南大拙进出口贸易有限公司,91460108MADN626AXF,285,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAD,,,,贸易|进出口,,,,,10
12814,海南大悦湾房地产有限公司,91460000MA5TGYH6XH,285,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,房地产,,,,,16
12815,海南大音贸易有限公司,91460000MAEA7EEC5H,285,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,贸易,,,,,16
12816,海南大义聚利投资合伙企业（有限合伙）,91460000MAEU8M8N2N,285,E 非目标/对照组池,非目标,合伙企业,海南省级登记,本地(省级),MAE,,,,,投资,,,合伙企业(常为持股/通道载体); 纯投资/控股载体,-18
12817,海南大壹供应链管理有限公司,91460000MA5TT8UP89,285,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,供应链,,,,,16
12818,海南大项生态农业有限公司,91460105MAA9A17486,285,C 支撑/泛赛道-备选,泛农业经营,独立法人,海口登记,省内迁入/外设,MAA,,,,,,,,,28
12819,海南大为农业科技有限公司,91460000MAA97MTM69,285,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MAA,农业科技,,,,,,,,66
12820,海南大旺实业有限公司,91460000MAC6WM2G2N,285,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
12821,海南大鹏农业有限公司,91460108MACRQC403E,285,C 支撑/泛赛道-备选,泛农业经营,独立法人,海口登记,省内迁入/外设,MAC,,,,,,,,,28
12822,海南大诺应急科技有限公司,91460000MAA8YLH54P,285,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAA,,,,,,,,,16
12823,海南大牛实业有限公司,91460100MA5RCXNM26,285,D 名称无行业信号,待判定,独立法人,海口登记,省内迁入/外设,MA5,,,,,,,,,10
12824,海南大粮智慧农业科技有限公司,91460000MAK0EN1F1K,286,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MAK,农业科技,,,,,,,,66
12825,海南大吉时代科技发展有限公司,91460000MA7KPR7M21,286,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
12826,海南大汉翔龙旅游文化有限公司,91460200MA5RF963X8,286,E 非目标/对照组池,非目标,独立法人,三亚市/区登记,本地(三亚),MA5,,,,旅游|文化,,,,,16
12827,海南大海湾水产养殖有限公司,91460100MA5RC1FW6P,286,A 核心赛道-优先访谈,深海海洋,独立法人,海口登记,省内迁入/外设,MA5,,水产,,,,,,,58
12828,海南大方广贸易有限公司,91460108MAC7NCKB0P,286,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAC,,,,贸易,,,,,10
12829,海南大地智慧科技有限公司,91220101MA15369W55,286,D 名称无行业信号,泛科技无行业信号,独立法人,省外登记(220101),省外迁入/外设,MA其他,,,,,,,,首次登记在省外(迁入或外地主体设点),-2
12830,海南大地农旅文化投资有限公司,91460200MA5T4DTC2R,286,E 非目标/对照组池,非目标,独立法人,三亚市/区登记,本地(三亚),MA5,,,,文化,投资,,,纯投资/控股载体,4
12831,海南大地滨丰种业有限公司,91460000MAA96NQF7A,286,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MAA,种业,,,,,,,,66
12832,海南大道至简畜牧业有限公司,91460000MACA2CQN53,286,C 支撑/泛赛道-备选,泛农业经营,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,34
12833,海南大成供应链管理有限责任公司,91469001MA5TUL9A2F,286,E 非目标/对照组池,非目标,独立法人,海南其他市县登记,省内迁入/外设,MA5,,,,供应链,,,,,10
12834,海南大班策划与设计顾问有限公司,91460000620026201Q,286,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),旧版(2015前),,,,,,,,,16
12835,海南大白鲨网络科技有限公司,91460000MA5TE21P54,286,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
12836,海南达泽能源有限公司,91460400MA5TKUEX2T,286,D 名称无行业信号,待判定,独立法人,海南其他市县登记,省内迁入/外设,MA5,,,,,,,,,10
12837,海南达熹投资有限公司,91460000MAEJ53UM6D,286,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,,投资,,,纯投资/控股载体,4
12838,海南达未图庆酒店管理有限公司,91460200MA5T1LJH56,286,E 非目标/对照组池,非目标,独立法人,三亚市/区登记,本地(三亚),MA5,,,,酒店,,,,,16
12839,海南达通御驰贸易有限公司,91460000MAA8YF8F2L,286,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAA,,,,贸易,,,,,16
12840,海南达舜投资有限公司,91460107MAA9AQGR1C,286,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAA,,,,,投资,,,纯投资/控股载体,-2
12841,海南达圣润丰医疗科技有限公司,91460000MAC3FYQT98,286,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAC,,,医疗科技,,,,,,41
12842,海南达少贸易有限公司,91460107MACJTHQ73A,286,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAC,,,,贸易,,,,,10
12843,海南达瑞物业服务有限公司,91469002MABYFU5L50,286,E 非目标/对照组池,非目标,独立法人,海南其他市县登记,省内迁入/外设,MA其他,,,,物业|服务有限公司,,,,,10
12844,海南达诺兴泰商贸有限公司,91460000MABRQKF03G,286,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA其他,,,,商贸,,,,,16
12845,海南达昊科技有限公司,91460000MAE2ULEQ7M,286,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
12846,海南达航实业有限公司,91460000MA7KFCPA3P,286,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
12847,海南达芬奇科技有限公司,91460000MA5TW04TXG,286,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
12848,海南达电新能源发展有限公司,91460000MAD9RKFH53,286,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAD,,,新能源,,,,,,41
12849,海南达创科技有限公司,91460200MADWJXCXX6,286,F 批量注册特征-单独成组,批量注册特征,独立法人,三亚市/区登记,本地(三亚),MAD,,,,,,,,,16
12850,海南萃绿科技有限公司,91460106MADXJEYD59,286,F 批量注册特征-单独成组,批量注册特征,独立法人,海口登记,省内迁入/外设,MAD,,,,,,,,,10
12851,海南催化农业发展科技有限公司,91460000MA5TPA7944,286,C 支撑/泛赛道-备选,泛农业经营,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,34
12852,海南聪睿科技信息有限公司,91460000MAC851W42G,286,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
12853,海南聪仁科技服务有限公司,91469027MADAMBJU6Y,286,E 非目标/对照组池,非目标,独立法人,海南其他市县登记,省内迁入/外设,MAD,,,,服务有限公司,,,,,10
12854,海南聪成股权投资基金合伙企业（有限合伙）,91460000MAC1C9WF66,286,E 非目标/对照组池,非目标,合伙企业,海南省级登记,本地(省级),MAC,,,,,投资|基金|股权|股权投资,,,合伙企业(常为持股/通道载体); 纯投资/控股载体,-18
12855,海南赐宏实业有限公司,91460200MA5RCFLA2F,286,D 名称无行业信号,待判定,独立法人,三亚市/区登记,本地(三亚),MA5,,,,,,,,,16
12856,海南慈宁健康管理有限公司,91460000MA5TR1WC4W,286,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
12857,海南慈兰恒业管理有限公司,91460000MAEW5J5P7U,286,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
12858,海南慈爱福贸易有限公司,91460100MA5T2HEP3C,286,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MA5,,,,贸易,,,,,10
12859,海南兹海科技有限责任公司,91460000MACTAYLKXW,286,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
12860,海南醇锋物流有限公司,91460000MAEJBB8Y9C,286,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,物流,,,,,16
12861,海南纯投产业管理有限公司,91469028MACUKUNN19,286,D 名称无行业信号,待判定,独立法人,海南其他市县登记,省内迁入/外设,MAC,,,,,,,,,10
12862,海南纯净农业科技有限公司,91460000MADHD8KL8E,286,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MAD,农业科技,,,,,,,,66
12863,海南纯电之家汽车服务有限公司,91460106MADLH5C45R,286,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAD,,,,服务有限公司,,,,,10
12864,海南淳亿海商务服务有限公司,91460000MAA9979X9L,286,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAA,,,,服务有限公司|商务服务,,,,,16
12865,海南淳风科技有限公司,91510107MAD5RPXF39,286,F 批量注册特征-单独成组,批量注册特征,独立法人,省外登记(510107),省外迁入/外设,MAD,,,,,,,,首次登记在省外(迁入或外地主体设点),-2
12866,海南椿渊农业发展有限公司,91460000MA5U2BW08M,286,C 支撑/泛赛道-备选,泛农业经营,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,34
12867,海南春之歌国际贸易有限公司,91460000MA5TU01G3W,286,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,贸易,,,,,16
12868,海南春泽湾科技有限公司,91460000MA5TDWKH7E,286,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
12869,海南春煜建材贸易有限公司,91460200MA5T3WDGXC,287,E 非目标/对照组池,非目标,独立法人,三亚市/区登记,本地(三亚),MA5,,,,贸易,,,,,16
12870,海南春烨投资置业有限公司,91460107MADJ94X917,287,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAD,,,,置业,投资,,,纯投资/控股载体,-2
12871,海南春讯能源科技有限公司,91460000MAG0DP9D9L,287,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAG,,,能源科技,,,,,,41
12872,海南春腾商业管理有限责任公司,91460000MA7L1M1E5C,287,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
12873,海南春鹏贸易有限公司,91460000MA5TH6415J,287,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,贸易,,,,,16
12874,海南春宁全产业链科技发展合伙企业（有限合伙）,91469006MACN3DQ90A,287,D 名称无行业信号,待判定,合伙企业,海南其他市县登记,省内迁入/外设,MAC,,,,,,,,合伙企业(常为持股/通道载体),-12
12875,海南春妮维酒店管理有限公司,91460200MA5T2EYN6Y,287,E 非目标/对照组池,非目标,独立法人,三亚市/区登记,本地(三亚),MA5,,,,酒店,,,,,16
12876,海南春蕾中越贸易有限公司,91460200MA5T52JH53,287,E 非目标/对照组池,非目标,独立法人,三亚市/区登记,本地(三亚),MA5,,,,贸易,,,,,16
12877,海南春蕾天涯农业科技发展有限公司,91460200MA5RFC9290,287,A 核心赛道-优先访谈,南繁种业,独立法人,三亚市/区登记,本地(三亚),MA5,农业科技,,,,,,,,66
12878,海南春蕾农业发展有限公司,91460000MAETW0T67C,287,C 支撑/泛赛道-备选,泛农业经营,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,34
12879,海南春蕾海洋水产有限公司,91469036MA5TJ041XX,287,A 核心赛道-优先访谈,深海海洋,独立法人,海南其他市县登记,省内迁入/外设,MA5,,海洋|水产,,,,,,,58
12880,海南春蕾海洋生物科技有限公司,91460000MA5TWA8F83,287,A 核心赛道-优先访谈,深海海洋,独立法人,海南省级登记,本地(省级),MA5,,海洋,,,,,,,64
12881,海南春蕾电力投资有限公司,91469007MA5TH7UEXQ,287,E 非目标/对照组池,非目标,独立法人,海南其他市县登记,省内迁入/外设,MA5,,,,,投资,,,纯投资/控股载体,-2
12882,海南春来农业科技有限公司,91460000MA5U0PQH6H,287,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MA5,农业科技,,,,,,,,66
12883,海南春辉投资集团有限公司,91460106MAA9AFX411,287,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAA,,,,,投资,,,纯投资/控股载体,-2
12884,海南春繁置业有限公司,91469027MA5T9K4D8U,287,E 非目标/对照组池,非目标,独立法人,海南其他市县登记,省内迁入/外设,MA5,,,,置业,,,,,10
12885,海南春奥农业科技有限公司,91460000MAG022C33U,287,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MAG,农业科技,,,,,,,,66
12886,海南创中世嘉文化传媒有限公司,91460000MAC51FDC0U,287,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,传媒|文化,,,,,16
12887,海南创之巅建筑工程有限公司,91460100MA5TP74B3H,287,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MA5,,,,建筑,,,,,10
12888,海南创赢企业管理咨询合伙企业（有限合伙）,91460000MAEB9W8A18,287,E 非目标/对照组池,非目标,合伙企业,海南省级登记,本地(省级),MAE,,,,咨询|企业管理,,,,合伙企业(常为持股/通道载体),-6
12889,海南创盈卓雅商业投资股份有限公司,91460200MA5RJQBPXW,287,E 非目标/对照组池,非目标,独立法人,三亚市/区登记,本地(三亚),MA5,,,,,投资,,,纯投资/控股载体,4
12890,海南创艺科技有限公司,91460000MAE2AET01F,287,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
12891,海南创意空间科技服务有限公司,91460000MA5TNG0J7J,287,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,服务有限公司,,,,,16
12892,海南创耀农业有限公司,91460000MAD5F5YX7X,287,C 支撑/泛赛道-备选,泛农业经营,独立法人,海南省级登记,本地(省级),MAD,,,,,,,,,34
12893,海南创耀富博科技有限公司,91460200MA5RHH675B,287,D 名称无行业信号,泛科技无行业信号,独立法人,三亚市/区登记,本地(三亚),MA5,,,,,,,,,16
12894,海南创新创业孵化基地有限公司,91460200348077869M,287,D 名称无行业信号,待判定,独立法人,三亚市/区登记,本地(三亚),旧版(2015前),,,,,,,,,16
12895,海南创想至诚企业管理中心（有限合伙）,91110108MA00CKDN8R,287,E 非目标/对照组池,非目标,合伙企业,省外登记(110108),省外迁入/外设,MA其他,,,,企业管理,,,,合伙企业(常为持股/通道载体); 首次登记在省外(迁入或外地主体设点),-24
12896,海南创视纪文化传媒有限公司,91460105MA5TTUE60U,287,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MA5,,,,传媒|文化,,,,,10
12897,海南创软国容项目管理有限公司,91460000MAA9159J5G,287,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAA,,,,,,,,,16
12898,海南创庆石油化工有限公司,91460000MA5U1YEJ64,287,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
12899,海南创秦科转科技有限公司,91611105MA6TW1UK6L,287,D 名称无行业信号,泛科技无行业信号,独立法人,省外登记(611105),省外迁入/外设,MA其他,,,,,,,,首次登记在省外(迁入或外地主体设点),-2
12900,海南创桥网络科技有限公司,91460000MAEFB3G49D,287,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
12901,海南创米进出口贸易有限公司,91460000MA5TTNDB6C,287,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,贸易|进出口,,,,,16
12902,海南创联建筑工程有限公司,91460100MA5TKCEC1A,287,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MA5,,,,建筑,,,,,10
12903,海南创力士文化旅游产业发展有限公司,91460200MA5REHTT59,287,E 非目标/对照组池,非目标,独立法人,三亚市/区登记,本地(三亚),MA5,,,,旅游|文化,,,,,16
12904,海南创科实业有限公司,91460000MAA9538E44,287,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAA,,,,,,,,,16
12905,海南创见贸易有限公司,91460000MACTGN9C02,287,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,贸易,,,,,16
12906,海南创赫农业科技有限公司,91460000MAD9M6DQ0J,287,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MAD,农业科技,,,,,,,,66
12907,海南创航科技有限公司,91220200MA1798L85P,287,F 批量注册特征-单独成组,批量注册特征,独立法人,省外登记(220200),省外迁入/外设,MA其他,,,,,,,,首次登记在省外(迁入或外地主体设点),-2
12908,海南创翰科技有限公司,91110111MADKF5BT1T,287,F 批量注册特征-单独成组,批量注册特征,独立法人,省外登记(110111),省外迁入/外设,MAD,,,,,,,,首次登记在省外(迁入或外地主体设点),-2
12909,海南创冠嘉业科技有限公司,91460200MA5RGGYAX2,287,D 名称无行业信号,泛科技无行业信号,独立法人,三亚市/区登记,本地(三亚),MA5,,,,,,,,,16
12910,海南创丰农业科技研发有限公司,91469025MADXDCRD29,287,A 核心赛道-优先访谈,南繁种业,独立法人,海南其他市县登记,省内迁入/外设,MAD,农业科技,,,,,,,,60
12911,海南创大包装有限公司,91460200MA5T48M57H,287,D 名称无行业信号,待判定,独立法人,三亚市/区登记,本地(三亚),MA5,,,,,,,,,16
12912,海南创盛业企业管理有限公司,91460000MACWC38616,287,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,企业管理,,,,,16
12913,海南创辰建筑工程有限公司,91460000MA5TGP5Y8J,287,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,建筑,,,,,16
12914,海南创安居建筑装饰工程有限公司,91460200MA5REBUB8D,288,E 非目标/对照组池,非目标,独立法人,三亚市/区登记,本地(三亚),MA5,,,,装饰|建筑,,,,,16
12915,海南传棋电子科技有限公司,91460000MAA8Y4RM0M,288,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAA,,,电子科技,,,,,,41
